loan_id,customer_id,loan_type,principal,interest_rate,tenure_months,loan_status
LN023870,CUST024036,PERSONAL,3502126.35,14.89,120,DEFAULT
LN023871,CUST087616,HOME,8292319.41,11.47,12,CLOSED
LN023872,CUST004960,AUTO,3808663.11,8.44,240,DEFAULT
LN023873,CUST051067,EDUCATION,186565.31,11.85,120,DEFAULT
LN023874,CUST073795,HOME,7576716.14,11.23,36,ACTIVE
LN023875,CUST004894,AUTO,6545577.4,13.68,60,CLOSED
LN023876,CUST038811,AUTO,3452642.36,11.86,36,ACTIVE
LN023877,CUST019283,PERSONAL,6835286.74,9.34,60,CLOSED
LN023878,CUST073427,EDUCATION,2760058.62,14.48,240,DEFAULT
LN023879,CUST036774,PERSONAL,4529835.57,10.99,240,ACTIVE
LN023880,CUST069335,AUTO,6321758.19,11.49,36,ACTIVE
LN023881,CUST064297,AUTO,8543428.93,11.74,12,ACTIVE
LN023882,CUST032732,PERSONAL,2940040.55,9.35,60,DEFAULT
LN023883,CUST032454,EDUCATION,530123.01,10.98,60,CLOSED
LN023884,CUST059064,AUTO,6882405.07,7.51,120,CLOSED
LN023885,CUST093816,EDUCATION,1873718.45,14.7,60,CLOSED
LN023886,CUST084415,EDUCATION,8469631.94,14.56,120,DEFAULT
LN023887,CUST026841,HOME,5725402.94,11.76,24,CLOSED
LN023888,CUST027974,PERSONAL,6634766.24,7.1,12,DEFAULT
LN023889,CUST082745,EDUCATION,1478005.49,13.53,120,DEFAULT
LN023890,CUST077166,AUTO,8425847.96,11.23,120,ACTIVE
LN023891,CUST048712,HOME,7902054.63,7.08,120,CLOSED
LN023892,CUST004257,PERSONAL,886737.16,10.98,12,CLOSED
LN023893,CUST039990,PERSONAL,4784142.32,9.54,24,CLOSED
LN023894,CUST017773,AUTO,6942867.34,12.78,120,ACTIVE
LN023895,CUST011655,HOME,576363.18,14.63,24,CLOSED
LN023896,CUST004597,AUTO,4865646.63,8.28,60,ACTIVE
LN023897,CUST090423,EDUCATION,2102897.8,10.54,60,DEFAULT
LN023898,CUST057871,PERSONAL,3906159.18,13.19,120,ACTIVE
LN023899,CUST001094,HOME,6210414.36,9.5,36,ACTIVE
LN023900,CUST074100,HOME,2136816.32,13.12,240,ACTIVE
LN023901,CUST064114,PERSONAL,9866052.95,11.35,120,CLOSED
LN023902,CUST056811,PERSONAL,2172511.18,10.55,120,CLOSED
LN023903,CUST064409,AUTO,2242573.19,12.99,120,CLOSED
LN023904,CUST056570,PERSONAL,6198439.82,9.24,120,CLOSED
LN023905,CUST052732,AUTO,2335898.67,14.9,240,ACTIVE
LN023906,CUST081866,PERSONAL,7977020.85,10.99,240,ACTIVE
LN023907,CUST065684,AUTO,8446575.77,7.87,36,CLOSED
LN023908,CUST061091,HOME,6887898.35,10.3,60,DEFAULT
LN023909,CUST025166,EDUCATION,127772.62,13.04,240,DEFAULT
LN023910,CUST073801,PERSONAL,9594669.24,8.58,120,ACTIVE
LN023911,CUST022000,EDUCATION,8678666.33,9.04,120,DEFAULT
LN023912,CUST018493,HOME,8266668.45,14.55,60,DEFAULT
LN023913,CUST032073,PERSONAL,9016101.67,8.15,24,DEFAULT
LN023914,CUST059430,HOME,8474775.5,9.29,240,DEFAULT
LN023915,CUST034947,EDUCATION,3576181.7,9.07,120,CLOSED
LN023916,CUST041837,AUTO,5474233.61,11.19,24,CLOSED
LN023917,CUST048190,HOME,7171323.04,7.26,240,ACTIVE
LN023918,CUST042156,HOME,6512087.76,9.51,12,DEFAULT
LN023919,CUST063299,PERSONAL,826646.66,11.58,24,CLOSED
LN023920,CUST053634,EDUCATION,8809451.75,10.91,36,CLOSED
LN023921,CUST051840,EDUCATION,9894832.66,8.59,36,DEFAULT
LN023922,CUST072761,EDUCATION,860267.4,7.91,120,ACTIVE
LN023923,CUST061600,EDUCATION,3284283.81,14.34,60,CLOSED
LN023924,CUST028435,HOME,6268217.37,8.2,36,CLOSED
LN023925,CUST099432,EDUCATION,9037539.89,8.63,240,DEFAULT
LN023926,CUST000881,EDUCATION,6455387.6,14.61,240,ACTIVE
LN023927,CUST075365,AUTO,904008.3,10.07,12,CLOSED
LN023928,CUST062260,EDUCATION,154014.83,13.27,24,CLOSED
LN023929,CUST079158,HOME,4396423.98,14.26,12,DEFAULT
LN023930,CUST074865,HOME,5864289.61,8.02,60,ACTIVE
LN023931,CUST036361,PERSONAL,195937.69,10.3,240,ACTIVE
LN023932,CUST086827,EDUCATION,8413219.29,8.49,120,ACTIVE
LN023933,CUST019805,PERSONAL,9845791.39,8.62,24,ACTIVE
LN023934,CUST065161,EDUCATION,5174808.83,12.92,240,CLOSED
LN023935,CUST098066,EDUCATION,8953521.45,12.1,36,CLOSED
LN023936,CUST074250,PERSONAL,8871713.11,12.96,12,CLOSED
LN023937,CUST047279,EDUCATION,3337512.66,13.43,120,DEFAULT
LN023938,CUST012054,PERSONAL,9649232.04,12.36,12,ACTIVE
LN023939,CUST039770,EDUCATION,9510737.49,10.24,36,ACTIVE
LN023940,CUST010097,PERSONAL,2780313.98,10.68,120,DEFAULT
LN023941,CUST092786,PERSONAL,9914616.07,8.73,24,CLOSED
LN023942,CUST098099,AUTO,4304785.33,10.98,24,CLOSED
LN023943,CUST081481,AUTO,3753462.69,9.94,12,CLOSED
LN023944,CUST038126,HOME,8487779.15,7.97,24,ACTIVE
LN023945,CUST063794,HOME,5853188.63,13.08,36,ACTIVE
LN023946,CUST073396,EDUCATION,9274690.1,12.2,240,ACTIVE
LN023947,CUST036626,PERSONAL,8648143.46,7.06,120,DEFAULT
LN023948,CUST050922,EDUCATION,1824601.0,14.7,60,CLOSED
LN023949,CUST052299,EDUCATION,4294599.44,8.12,24,DEFAULT
LN023950,CUST089539,AUTO,1680239.3,12.85,120,DEFAULT
LN023951,CUST003409,AUTO,2252452.64,10.43,24,CLOSED
LN023952,CUST030575,HOME,4660114.72,9.85,24,CLOSED
LN023953,CUST075803,HOME,6574322.19,12.3,12,CLOSED
LN023954,CUST016977,PERSONAL,623834.1,8.61,24,DEFAULT
LN023955,CUST037626,EDUCATION,2783329.31,14.63,120,CLOSED
LN023956,CUST023619,EDUCATION,4834982.26,10.03,12,ACTIVE
LN023957,CUST011956,HOME,4153087.54,10.41,120,ACTIVE
LN023958,CUST098938,AUTO,9589165.9,7.7,60,ACTIVE
LN023959,CUST090823,PERSONAL,1116042.84,13.81,12,CLOSED
LN023960,CUST027357,AUTO,3226089.95,8.57,36,CLOSED
LN023961,CUST045220,AUTO,4892478.11,13.36,120,CLOSED
LN023962,CUST040936,HOME,9264332.36,14.39,240,CLOSED
LN023963,CUST066056,HOME,9280494.34,12.26,36,CLOSED
LN023964,CUST039804,PERSONAL,2596355.87,9.45,240,ACTIVE
LN023965,CUST099065,AUTO,4395179.84,8.41,24,CLOSED
LN023966,CUST041269,EDUCATION,5426537.89,13.55,120,ACTIVE
LN023967,CUST019344,PERSONAL,6768694.21,13.74,240,ACTIVE
LN023968,CUST059721,PERSONAL,2918120.59,11.26,240,CLOSED
LN023969,CUST034493,PERSONAL,6208719.67,11.22,60,DEFAULT
LN023970,CUST062030,EDUCATION,1594322.94,14.13,240,ACTIVE
LN023971,CUST073205,HOME,994282.45,12.84,60,ACTIVE
LN023972,CUST009265,AUTO,1698599.68,9.64,60,DEFAULT
LN023973,CUST054897,PERSONAL,8505295.79,8.86,240,DEFAULT
LN023974,CUST028925,PERSONAL,1778007.72,8.21,120,CLOSED
LN023975,CUST009668,EDUCATION,6251933.23,8.75,12,CLOSED
LN023976,CUST093729,PERSONAL,9679493.28,10.21,36,CLOSED
LN023977,CUST009668,PERSONAL,5307694.22,8.49,240,DEFAULT
LN023978,CUST018220,PERSONAL,3424901.0,8.34,60,ACTIVE
LN023979,CUST015890,HOME,1668996.34,13.03,240,CLOSED
LN023980,CUST074943,EDUCATION,3486804.23,8.07,240,CLOSED
LN023981,CUST041758,PERSONAL,509982.05,13.46,36,DEFAULT
LN023982,CUST075299,PERSONAL,2492052.81,13.88,240,DEFAULT
LN023983,CUST061579,EDUCATION,9937561.86,12.06,24,ACTIVE
LN023984,CUST083996,HOME,7412219.11,7.87,120,CLOSED
LN023985,CUST090888,AUTO,9132511.68,8.25,120,DEFAULT
LN023986,CUST058668,PERSONAL,6429295.21,13.94,240,CLOSED
LN023987,CUST041494,AUTO,7342516.54,14.36,120,DEFAULT
LN023988,CUST020010,EDUCATION,3655193.46,12.66,240,CLOSED
LN023989,CUST058031,AUTO,2332259.76,12.49,36,CLOSED
LN023990,CUST054320,AUTO,5875436.79,13.71,12,DEFAULT
LN023991,CUST074984,HOME,9874200.35,10.06,240,DEFAULT
LN023992,CUST011976,AUTO,6675261.67,7.56,24,CLOSED
LN023993,CUST088370,EDUCATION,7042557.9,9.46,36,DEFAULT
LN023994,CUST093234,HOME,5441857.28,12.84,240,CLOSED
LN023995,CUST025502,PERSONAL,5402598.16,11.52,120,CLOSED
LN023996,CUST081802,PERSONAL,7117587.96,12.53,12,CLOSED
LN023997,CUST061559,HOME,2371422.56,12.72,24,DEFAULT
LN023998,CUST034244,EDUCATION,7757914.15,14.58,60,CLOSED
LN023999,CUST092910,AUTO,168184.47,12.64,36,CLOSED
LN024000,CUST093781,HOME,6729472.65,9.16,240,CLOSED
LN024001,CUST015968,EDUCATION,7837482.72,8.65,36,CLOSED
LN024002,CUST091438,EDUCATION,5509950.32,12.24,60,CLOSED
LN024003,CUST004357,HOME,5890978.34,9.58,24,CLOSED
LN024004,CUST099578,PERSONAL,2420888.31,9.99,12,DEFAULT
LN024005,CUST056260,EDUCATION,2678443.23,14.54,240,ACTIVE
LN024006,CUST001252,AUTO,9678461.98,7.42,36,CLOSED
LN024007,CUST046645,AUTO,5893497.63,11.84,60,CLOSED
LN024008,CUST046587,AUTO,8068308.11,7.33,120,ACTIVE
LN024009,CUST096093,HOME,2951805.2,10.51,36,ACTIVE
LN024010,CUST007000,HOME,7446386.0,14.89,12,CLOSED
LN024011,CUST085030,PERSONAL,4035166.98,11.24,240,ACTIVE
LN024012,CUST048978,HOME,2352003.84,12.15,24,ACTIVE
LN024013,CUST057802,EDUCATION,2878811.96,11.4,60,ACTIVE
LN024014,CUST089906,AUTO,8759680.02,8.68,120,DEFAULT
LN024015,CUST008644,HOME,1225964.15,14.29,120,DEFAULT
LN024016,CUST034736,AUTO,5893194.12,13.1,24,ACTIVE
LN024017,CUST035933,PERSONAL,2504253.13,14.37,36,CLOSED
LN024018,CUST048439,EDUCATION,4805576.57,11.63,240,CLOSED
LN024019,CUST076835,HOME,2681694.96,11.81,24,CLOSED
LN024020,CUST018506,PERSONAL,4501243.26,10.9,240,CLOSED
LN024021,CUST001256,AUTO,2404167.24,14.46,60,DEFAULT
LN024022,CUST082018,EDUCATION,585203.05,11.41,12,ACTIVE
LN024023,CUST044603,EDUCATION,6425317.89,13.68,60,DEFAULT
LN024024,CUST075806,HOME,1454691.58,10.15,240,DEFAULT
LN024025,CUST054461,HOME,6635626.35,14.4,12,DEFAULT
LN024026,CUST021352,HOME,8334719.81,14.85,240,CLOSED
LN024027,CUST029590,EDUCATION,138272.64,8.51,240,DEFAULT
LN024028,CUST081347,PERSONAL,7816852.92,7.36,12,CLOSED
LN024029,CUST057391,EDUCATION,868140.65,13.17,36,DEFAULT
LN024030,CUST009913,PERSONAL,6492216.6,8.24,240,CLOSED
LN024031,CUST024221,EDUCATION,3221600.81,13.95,24,DEFAULT
LN024032,CUST038166,AUTO,8508523.02,9.08,120,DEFAULT
LN024033,CUST096177,PERSONAL,6593809.82,9.97,24,CLOSED
LN024034,CUST045636,AUTO,6135573.32,7.67,24,CLOSED
LN024035,CUST012098,HOME,9622550.78,12.37,240,ACTIVE
LN024036,CUST067395,AUTO,5945731.21,8.43,24,DEFAULT
LN024037,CUST099008,HOME,6783445.39,8.2,240,ACTIVE
LN024038,CUST028124,AUTO,3053692.51,12.59,120,DEFAULT
LN024039,CUST036146,PERSONAL,8154586.43,14.58,240,ACTIVE
LN024040,CUST094524,AUTO,9364043.83,12.33,24,ACTIVE
LN024041,CUST014997,HOME,1278498.53,7.28,60,CLOSED
LN024042,CUST023323,HOME,5381048.08,11.31,240,ACTIVE
LN024043,CUST004779,AUTO,596706.83,11.19,12,ACTIVE
LN024044,CUST044348,AUTO,5295457.2,12.32,12,ACTIVE
LN024045,CUST064605,HOME,6016092.5,14.17,120,DEFAULT
LN024046,CUST091497,EDUCATION,2018709.3,14.78,120,DEFAULT
LN024047,CUST010145,AUTO,7493771.07,13.08,12,DEFAULT
LN024048,CUST006305,EDUCATION,3352704.89,7.39,60,CLOSED
LN024049,CUST030113,EDUCATION,4824274.76,12.46,60,ACTIVE
LN024050,CUST007139,AUTO,7763837.89,11.72,36,CLOSED
LN024051,CUST083044,HOME,3998506.9,9.12,12,DEFAULT
LN024052,CUST006752,EDUCATION,6171967.92,9.16,60,ACTIVE
LN024053,CUST015514,EDUCATION,8296113.52,14.02,12,CLOSED
LN024054,CUST059182,AUTO,2635589.36,14.01,120,DEFAULT
LN024055,CUST037191,AUTO,3331346.52,13.54,120,CLOSED
LN024056,CUST023878,AUTO,1685242.17,7.19,240,DEFAULT
LN024057,CUST053211,HOME,4768032.02,13.63,120,CLOSED
LN024058,CUST043531,PERSONAL,1097320.5,11.76,12,DEFAULT
LN024059,CUST043317,EDUCATION,3282436.78,7.28,24,DEFAULT
LN024060,CUST043890,PERSONAL,8418585.7,12.11,240,CLOSED
LN024061,CUST095530,EDUCATION,7966520.83,14.73,60,DEFAULT
LN024062,CUST092226,EDUCATION,7414393.67,13.03,36,CLOSED
LN024063,CUST004215,AUTO,2722146.01,8.03,120,CLOSED
LN024064,CUST026662,HOME,5259038.89,12.01,120,DEFAULT
LN024065,CUST049826,EDUCATION,2195446.86,12.82,60,ACTIVE
LN024066,CUST009218,HOME,9783700.31,13.19,12,ACTIVE
LN024067,CUST046125,AUTO,2686308.89,13.72,240,ACTIVE
LN024068,CUST000978,PERSONAL,7695026.68,8.52,36,ACTIVE
LN024069,CUST080715,EDUCATION,8436916.26,11.33,36,DEFAULT
LN024070,CUST043370,PERSONAL,184624.85,9.09,36,ACTIVE
LN024071,CUST009701,PERSONAL,6732791.51,7.0,240,CLOSED
LN024072,CUST082209,EDUCATION,7772609.18,9.56,36,CLOSED
LN024073,CUST095481,HOME,5333030.26,8.68,12,ACTIVE
LN024074,CUST018232,HOME,2450851.13,9.41,12,ACTIVE
LN024075,CUST098528,HOME,9449766.52,9.92,240,DEFAULT
LN024076,CUST087465,EDUCATION,4178149.53,14.74,24,ACTIVE
LN024077,CUST017196,EDUCATION,5636689.36,8.22,120,DEFAULT
LN024078,CUST035618,PERSONAL,7850814.05,13.78,24,ACTIVE
LN024079,CUST097404,AUTO,5266932.09,14.55,24,DEFAULT
LN024080,CUST009128,PERSONAL,1188608.36,7.99,36,ACTIVE
LN024081,CUST052839,EDUCATION,8787040.5,8.43,12,ACTIVE
LN024082,CUST058969,HOME,2192695.79,7.34,36,DEFAULT
LN024083,CUST013311,HOME,4585663.72,14.34,240,DEFAULT
LN024084,CUST096560,HOME,4949594.51,12.94,120,CLOSED
LN024085,CUST038055,EDUCATION,2420691.22,10.52,24,CLOSED
LN024086,CUST067403,HOME,6929178.3,14.69,240,ACTIVE
LN024087,CUST098121,EDUCATION,5739340.25,12.61,120,CLOSED
LN024088,CUST002236,EDUCATION,1531568.07,10.39,12,DEFAULT
LN024089,CUST063967,PERSONAL,5384842.77,12.95,36,ACTIVE
LN024090,CUST067498,HOME,2342370.59,11.2,36,DEFAULT
LN024091,CUST028900,HOME,5632251.97,8.27,60,DEFAULT
LN024092,CUST001052,EDUCATION,8930671.61,14.81,120,DEFAULT
LN024093,CUST083123,HOME,2214540.54,13.98,24,DEFAULT
LN024094,CUST089089,PERSONAL,1465266.18,11.73,36,ACTIVE
LN024095,CUST050456,HOME,6652165.2,12.7,24,DEFAULT
LN024096,CUST037111,PERSONAL,3588000.9,14.12,36,CLOSED
LN024097,CUST004662,HOME,9943844.53,13.4,36,CLOSED
LN024098,CUST045403,PERSONAL,3396284.1,9.37,12,ACTIVE
LN024099,CUST006919,AUTO,8038984.44,14.25,12,CLOSED
LN024100,CUST039512,EDUCATION,1397614.72,10.81,120,ACTIVE
LN024101,CUST098637,EDUCATION,8035207.29,7.46,36,CLOSED
LN024102,CUST010130,PERSONAL,3478873.96,14.63,36,DEFAULT
LN024103,CUST090616,AUTO,7488284.12,14.91,36,DEFAULT
LN024104,CUST024399,EDUCATION,2576325.23,11.53,240,ACTIVE
LN024105,CUST032298,PERSONAL,6921419.37,8.85,36,CLOSED
LN024106,CUST036356,PERSONAL,2906785.98,8.1,24,ACTIVE
LN024107,CUST032624,AUTO,9622465.72,12.49,36,DEFAULT
LN024108,CUST005704,PERSONAL,8734336.52,13.11,24,CLOSED
LN024109,CUST093112,AUTO,9432524.85,14.33,36,CLOSED
LN024110,CUST016612,HOME,349318.93,13.65,36,DEFAULT
LN024111,CUST032733,EDUCATION,2542142.89,7.5,240,ACTIVE
LN024112,CUST001369,HOME,2525388.6,11.51,36,DEFAULT
LN024113,CUST093184,PERSONAL,9691017.07,9.13,240,DEFAULT
LN024114,CUST097056,HOME,5191900.87,13.07,120,DEFAULT
LN024115,CUST058703,EDUCATION,6843522.11,10.84,120,DEFAULT
LN024116,CUST020767,HOME,6888478.63,10.26,12,DEFAULT
LN024117,CUST041938,HOME,8883468.71,13.06,60,DEFAULT
LN024118,CUST075292,AUTO,790437.2,14.3,24,DEFAULT
LN024119,CUST092538,HOME,9006748.8,13.2,36,CLOSED
LN024120,CUST008457,EDUCATION,9878201.41,7.18,240,ACTIVE
LN024121,CUST087329,PERSONAL,5816675.83,8.66,240,CLOSED
LN024122,CUST076413,EDUCATION,4088237.51,14.88,12,ACTIVE
LN024123,CUST033717,AUTO,6021467.74,10.6,120,CLOSED
LN024124,CUST049148,EDUCATION,1667673.95,10.12,60,ACTIVE
LN024125,CUST019898,PERSONAL,6093373.01,12.62,36,ACTIVE
LN024126,CUST022325,HOME,8444451.46,8.54,12,CLOSED
LN024127,CUST057895,AUTO,2888674.55,14.56,240,CLOSED
LN024128,CUST073068,EDUCATION,2719015.34,8.23,60,DEFAULT
LN024129,CUST079005,AUTO,5739840.92,13.95,36,ACTIVE
LN024130,CUST073883,AUTO,8446317.48,8.59,24,DEFAULT
LN024131,CUST053250,HOME,6976279.93,10.58,60,DEFAULT
LN024132,CUST096349,PERSONAL,4569393.0,12.92,120,CLOSED
LN024133,CUST032476,HOME,4330267.85,8.12,240,DEFAULT
LN024134,CUST087536,PERSONAL,4311855.32,14.44,12,DEFAULT
LN024135,CUST044958,AUTO,1634202.21,8.74,12,ACTIVE
LN024136,CUST050040,HOME,9302821.53,13.4,120,DEFAULT
LN024137,CUST081952,HOME,7425530.46,9.03,60,CLOSED
LN024138,CUST030534,PERSONAL,1976120.33,8.66,240,ACTIVE
LN024139,CUST017446,HOME,8160994.7,12.66,24,ACTIVE
LN024140,CUST019719,EDUCATION,4970945.34,8.77,60,CLOSED
LN024141,CUST072029,AUTO,9347272.71,11.55,12,DEFAULT
LN024142,CUST069498,HOME,8474665.16,12.99,24,CLOSED
LN024143,CUST011336,EDUCATION,6358096.41,8.65,60,DEFAULT
LN024144,CUST007978,AUTO,7541631.08,11.33,240,CLOSED
LN024145,CUST072404,PERSONAL,4329480.6,12.99,120,CLOSED
LN024146,CUST038585,AUTO,9517906.64,10.33,24,ACTIVE
LN024147,CUST066828,PERSONAL,2500531.93,12.04,36,DEFAULT
LN024148,CUST097663,PERSONAL,2470135.43,13.99,120,ACTIVE
LN024149,CUST077603,AUTO,2344691.3,11.0,240,CLOSED
LN024150,CUST012327,EDUCATION,7692303.86,11.19,12,CLOSED
LN024151,CUST031042,AUTO,960733.7,9.47,24,DEFAULT
LN024152,CUST009716,AUTO,1895741.22,7.22,12,DEFAULT
LN024153,CUST092658,AUTO,2509803.89,9.02,12,DEFAULT
LN024154,CUST027701,AUTO,4188499.5,10.04,240,ACTIVE
LN024155,CUST083525,AUTO,3130351.81,14.19,12,CLOSED
LN024156,CUST075172,EDUCATION,7785506.96,12.46,36,DEFAULT
LN024157,CUST026333,PERSONAL,8329860.57,8.22,12,DEFAULT
LN024158,CUST041377,AUTO,490504.45,7.57,240,CLOSED
LN024159,CUST044774,AUTO,8063357.69,8.65,24,DEFAULT
LN024160,CUST076850,PERSONAL,9473660.17,10.97,36,CLOSED
LN024161,CUST079823,HOME,679978.82,11.45,24,CLOSED
LN024162,CUST075561,EDUCATION,3681792.97,13.66,60,DEFAULT
LN024163,CUST098098,HOME,1283558.33,7.03,120,DEFAULT
LN024164,CUST087759,AUTO,827838.27,11.42,12,DEFAULT
LN024165,CUST053857,EDUCATION,7613340.51,8.42,60,CLOSED
LN024166,CUST081031,PERSONAL,7683058.31,8.9,240,CLOSED
LN024167,CUST026719,PERSONAL,4755050.25,12.0,36,ACTIVE
LN024168,CUST039831,AUTO,4851621.12,14.21,24,ACTIVE
LN024169,CUST045828,PERSONAL,5676460.74,10.58,36,CLOSED
LN024170,CUST023600,HOME,9886267.06,11.93,36,DEFAULT
LN024171,CUST022416,PERSONAL,1818616.36,10.35,12,DEFAULT
LN024172,CUST081532,PERSONAL,5720316.1,8.13,60,CLOSED
LN024173,CUST076495,AUTO,5458270.53,10.98,120,CLOSED
LN024174,CUST038508,HOME,7161313.14,8.73,120,ACTIVE
LN024175,CUST039703,AUTO,4629335.42,10.63,240,DEFAULT
LN024176,CUST051160,AUTO,8705455.64,10.31,240,CLOSED
LN024177,CUST086998,HOME,6966614.85,8.86,36,ACTIVE
LN024178,CUST006399,HOME,3591585.29,8.06,60,ACTIVE
LN024179,CUST033177,EDUCATION,6339235.19,7.39,240,DEFAULT
LN024180,CUST059518,PERSONAL,2850953.97,13.44,24,ACTIVE
LN024181,CUST099093,EDUCATION,6113067.44,7.02,240,CLOSED
LN024182,CUST021958,HOME,615696.84,8.65,60,ACTIVE
LN024183,CUST005261,EDUCATION,3750434.65,12.13,120,DEFAULT
LN024184,CUST074215,PERSONAL,5138806.16,12.45,12,DEFAULT
LN024185,CUST037385,EDUCATION,9839345.6,12.17,36,CLOSED
LN024186,CUST033012,AUTO,9860863.11,14.77,24,CLOSED
LN024187,CUST031448,PERSONAL,4570922.78,10.54,120,CLOSED
LN024188,CUST028856,AUTO,1141739.26,7.04,240,ACTIVE
LN024189,CUST082166,PERSONAL,8248780.27,11.74,240,CLOSED
LN024190,CUST065952,AUTO,5529919.23,10.71,36,CLOSED
LN024191,CUST054584,AUTO,6353485.28,7.58,24,DEFAULT
LN024192,CUST031662,HOME,3752365.23,14.24,24,CLOSED
LN024193,CUST064392,EDUCATION,7842789.13,14.85,12,CLOSED
LN024194,CUST028265,EDUCATION,8534083.15,8.03,36,DEFAULT
LN024195,CUST047149,EDUCATION,3307473.55,11.06,24,DEFAULT
LN024196,CUST034239,EDUCATION,3095763.49,12.32,120,DEFAULT
LN024197,CUST073366,AUTO,8315640.83,14.28,36,DEFAULT
LN024198,CUST071517,HOME,9442911.9,9.88,120,ACTIVE
LN024199,CUST054808,AUTO,8793691.03,8.58,36,ACTIVE
LN024200,CUST057147,PERSONAL,9566501.69,13.17,36,CLOSED
LN024201,CUST077668,EDUCATION,236260.41,12.62,36,DEFAULT
LN024202,CUST027867,AUTO,3719131.84,13.66,240,DEFAULT
LN024203,CUST029342,PERSONAL,9015020.33,14.63,240,CLOSED
LN024204,CUST071271,PERSONAL,4661994.08,13.99,24,ACTIVE
LN024205,CUST006408,HOME,5925769.16,13.59,120,DEFAULT
LN024206,CUST096623,AUTO,9028813.54,7.02,24,ACTIVE
LN024207,CUST006891,HOME,1868987.67,10.03,240,CLOSED
LN024208,CUST025397,HOME,9577607.87,7.28,24,ACTIVE
LN024209,CUST052178,AUTO,1954773.46,8.02,12,CLOSED
LN024210,CUST068817,AUTO,4023817.25,14.41,120,CLOSED
LN024211,CUST032177,PERSONAL,6742226.19,14.05,12,CLOSED
LN024212,CUST068215,HOME,1087802.0,9.73,60,DEFAULT
LN024213,CUST041025,AUTO,4858787.6,13.04,60,CLOSED
LN024214,CUST007082,AUTO,2586339.09,12.21,24,ACTIVE
LN024215,CUST057417,EDUCATION,4994535.87,12.32,60,CLOSED
LN024216,CUST096690,PERSONAL,4017672.07,7.85,240,ACTIVE
LN024217,CUST056576,PERSONAL,8914300.61,11.29,12,ACTIVE
LN024218,CUST010239,AUTO,2694324.26,7.8,240,ACTIVE
LN024219,CUST025784,EDUCATION,8934739.0,8.59,120,ACTIVE
LN024220,CUST084376,AUTO,5559733.96,9.82,12,DEFAULT
LN024221,CUST034515,PERSONAL,5205113.64,9.32,120,DEFAULT
LN024222,CUST098334,HOME,7665398.95,12.74,240,CLOSED
LN024223,CUST030222,EDUCATION,8790407.82,13.31,60,DEFAULT
LN024224,CUST034898,EDUCATION,3477412.12,11.39,24,ACTIVE
LN024225,CUST019317,EDUCATION,4186629.34,10.54,240,DEFAULT
LN024226,CUST034085,EDUCATION,2181599.37,7.77,24,CLOSED
LN024227,CUST093924,PERSONAL,4341163.56,14.97,24,ACTIVE
LN024228,CUST038047,PERSONAL,9948774.94,13.81,60,ACTIVE
LN024229,CUST073132,HOME,2306744.26,7.65,24,CLOSED
LN024230,CUST066409,PERSONAL,8664272.22,13.06,120,ACTIVE
LN024231,CUST017814,EDUCATION,5175769.78,7.53,120,DEFAULT
LN024232,CUST031729,AUTO,1692903.83,11.79,60,CLOSED
LN024233,CUST039201,AUTO,7374447.19,8.18,24,ACTIVE
LN024234,CUST020693,PERSONAL,3044081.78,13.44,24,ACTIVE
LN024235,CUST057211,EDUCATION,1148400.89,10.54,24,CLOSED
LN024236,CUST010458,EDUCATION,9109183.17,12.36,120,ACTIVE
LN024237,CUST087249,AUTO,3453905.07,14.98,36,CLOSED
LN024238,CUST080534,AUTO,3203420.56,7.33,120,ACTIVE
LN024239,CUST047802,AUTO,5248218.5,12.88,36,ACTIVE
LN024240,CUST095981,PERSONAL,1806477.97,8.14,24,ACTIVE
LN024241,CUST074462,HOME,6090351.18,12.38,24,DEFAULT
LN024242,CUST019440,PERSONAL,7209524.09,11.31,120,DEFAULT
LN024243,CUST048341,EDUCATION,2599523.75,14.34,36,ACTIVE
LN024244,CUST022943,HOME,6691711.07,12.27,36,CLOSED
LN024245,CUST059380,HOME,7931498.67,13.0,120,ACTIVE
LN024246,CUST099240,EDUCATION,8239226.45,8.31,60,DEFAULT
LN024247,CUST072095,HOME,5433400.32,12.65,12,CLOSED
LN024248,CUST045991,EDUCATION,8477267.12,8.0,240,CLOSED
LN024249,CUST045163,EDUCATION,6511980.05,12.11,120,CLOSED
LN024250,CUST090281,EDUCATION,8583342.26,13.36,24,CLOSED
LN024251,CUST062432,EDUCATION,677043.13,9.06,24,ACTIVE
LN024252,CUST055815,PERSONAL,3690373.76,10.35,60,ACTIVE
LN024253,CUST063416,EDUCATION,5900051.85,8.27,60,DEFAULT
LN024254,CUST088138,PERSONAL,4654500.56,7.98,24,CLOSED
LN024255,CUST025944,EDUCATION,4811792.98,9.01,120,DEFAULT
LN024256,CUST040621,HOME,5224560.35,9.65,120,DEFAULT
LN024257,CUST088503,AUTO,4741314.51,8.99,36,DEFAULT
LN024258,CUST074608,EDUCATION,6934447.01,12.6,24,CLOSED
LN024259,CUST064986,PERSONAL,2673835.56,9.26,36,DEFAULT
LN024260,CUST072821,AUTO,1995422.62,9.33,60,DEFAULT
LN024261,CUST012425,EDUCATION,675926.75,12.1,12,ACTIVE
LN024262,CUST051168,PERSONAL,1327174.46,7.07,24,ACTIVE
LN024263,CUST038366,EDUCATION,1917246.41,12.88,60,ACTIVE
